orientation_X,orientation_X,orientation_X,orientation_X,orientation_X,orientation_Y,orientation_Y,orientation_Y,orientation_Y,orientation_Y,orientation_Z,orientation_Z,orientation_Z,orientation_Z,orientation_Z,orientation_W,orientation_W,orientation_W,orientation_W,orientation_W,angular_velocity_X,angular_velocity_X,angular_velocity_X,angular_velocity_X,angular_velocity_X,angular_velocity_Y,angular_velocity_Y,angular_velocity_Y,angular_velocity_Y,angular_velocity_Y,angular_velocity_Z,angular_velocity_Z,angular_velocity_Z,angular_velocity_Z,angular_velocity_Z,linear_acceleration_X,linear_acceleration_X,linear_acceleration_X,linear_acceleration_X,linear_acceleration_X,linear_acceleration_Y,linear_acceleration_Y,linear_acceleration_Y,linear_acceleration_Y,linear_acceleration_Y,linear_acceleration_Z,linear_acceleration_Z,linear_acceleration_Z,linear_acceleration_Z,linear_acceleration_Z,surface_label,surface_label,surface_label,surface_label,surface_label
-0.21471,-0.19106,-0.202783359375,-0.20269500000000001,4.8485564216289474e-05,0.96512,0.97007,0.967696953125,0.967725,2.146909541092866e-06,0.14446,0.14562,0.144878828125,0.14487,7.432853715551495e-08,-0.039263,-0.035488,-0.0374045,-0.037424,1.1267063937008054e-06,-0.025792,0.034583,0.002791053203125,0.0024617,0.00019087204425807545,0.02982,0.074719,0.0518685546875,0.051996,7.499537675289125e-05,-0.18949,-0.11991,-0.1534890625,-0.15170499999999998,0.00036960618336614163,-0.5981,0.54648,-0.011280007031249999,-0.00961395,0.06936359789224096,2.1135,3.7355,2.99142421875,2.91865,0.15588651901513287,-10.317,-8.5723,-9.33435546875,-9.34655,0.10132040296198314,2,2,2.0,2.0,0.0
-0.86273,-0.85861,-0.860984609375,-0.861105,1.6652234682581038e-06,0.48318,0.49045,0.4862784375,0.48609,5.17817391732243e-06,0.068666,0.070306,0.069349375,0.069282,2.638509448818914e-07,-0.13235,-0.13155,-0.13199546875,-0.13194,7.439820374015015e-08,-0.031123,0.055383,-0.0004420336171874999,-0.0032052499999999998,0.00028259686730141285,-0.04064,0.0074148,-0.0162197754296875,-0.017724,0.00011286541936166022,-0.0083804,0.10072,0.04994583125,0.049184000000000005,0.0006250150912075199,-0.53917,0.92078,0.2555340703125,0.26249500000000003,0.08483073463822335,1.2645,3.9106,2.87685625,2.948,0.2623882432677166,-10.29,-8.5361,-9.39183828125,-9.374600000000001,0.1474227381293061,2,2,2.0,2.0,0.0
-0.43334,-0.4217,-0.42842453125,-0.428875,1.2140569857283634e-05,-0.89391,-0.88838,-0.8907759375,-0.8906000000000001,2.8597660433068194e-06,-0.14165,-0.14001,-0.140849921875,-0.14084,1.2703542691929085e-07,-0.05691,-0.054999,-0.0558263515625,-0.0558525,2.7915459196604604e-07,-0.14723,0.15466,0.0007876732031249999,-0.0023276,0.0029097903146282924,-0.11697,0.079404,-0.023747315,-0.024029000000000002,0.0010003581048175546,-0.0075459,0.13804,0.07650078187499999,0.08037649999999999,0.0010492552530661455,-2.0748,2.7769,0.35409471484375,0.27712499999999995,0.9275567028354316,0.30026,7.0676,3.23714875,3.1721500000000002,2.142577626162206,-13.302,-6.4487,-9.26713828125,-9.258849999999999,1.5909864453734008,4,4,4.0,4.0,0.0
-0.90219,-0.90007,-0.9014023437500001,-0.90154,3.034779281496413e-07,0.40546,0.40922,0.40659390625,0.406,1.056055487204592e-06,0.054529,0.057385,0.055593875,0.0554635,5.16148834645658e-07,-0.1398,-0.13587,-0.138066875,-0.138025,1.0788389763779362e-06,-0.3607,0.46771,-0.0035980054687500002,-0.00702515,0.020236919021785097,-0.19806,0.21341,0.012611165078125,0.008877349999999999,0.004446297288320355,-0.090802,0.12974,0.028427635078125,0.029035,0.00275725218821969,-5.0661,5.9319,0.1434361484375,0.210625,3.7629674009554828,-10.146,9.4761,3.3270654367187498,4.1521,12.967711599529762,-17.985,-1.7346,-9.3413046875,-9.197949999999999,7.878073988166832,6,6,6.0,6.0,0.0
0.96921,0.97317,0.970904609375,0.97099,1.307665987942463e-06,0.17698,0.19775,0.18832453125,0.1887,3.596846749507849e-05,0.032081,0.035287,0.0340225625,0.034058000000000005,8.251120905511856e-07,0.14227,0.14543,0.143811953125,0.14375,9.026961552657447e-07,-0.14287,0.16766,-0.0039110980468749995,-0.010800899999999999,0.006674218302692481,-0.12715,0.063245,-0.0376692575,-0.0414895,0.0016188384618446487,0.010733,0.2138,0.1261439453125,0.13198500000000002,0.002440561282996986,-2.8676,2.1918,0.038788218750000006,0.08272099999999999,1.3378472421483925,-2.1441,8.4166,2.9620002734375,2.5488999999999997,6.611924799652832,-12.685,-6.5688,-9.324090625,-9.36905,1.455035003218504,4,4,4.0,4.0,0.0
0.025164,0.030727,0.027873453125,0.0277755,2.5086338088090497e-06,-0.9891,-0.98867,-0.9889190625,-0.98893,1.0169192913395034e-08,-0.14695,-0.14389,-0.14543765625,-0.145475,3.8262123523622844e-07,0.0099543,0.010762,0.01029243984375,0.0102625,3.1260331077139945e-08,-0.32205,0.3635,-0.007860710234375002,-0.013472,0.022203017289044863,-0.14452,0.1292,0.0075914125,0.0039354,0.0033711503799673517,-0.19441,0.13769,-0.028000628125,-0.032733,0.010033347956581092,-4.1197,3.3374,0.066785645625,0.030899499999999996,1.8117059519429812,-2.1214,8.1472,2.7893396546875,3.0359,4.467549133729134,-19.78,0.044314,-9.31974090625,-8.938649999999999,13.951672144177255,5,5,5.0,5.0,0.0
-0.62058,-0.55454,-0.588484609375,-0.588875,0.00037616282031864486,0.76991,0.81849,0.79429171875,0.79435,0.00020460848048721222,0.11129,0.12069,0.1156596875,0.11568,6.704229822834604e-06,-0.098618,-0.089386,-0.093907578125,-0.094078,7.376430655265675e-06,-0.044692,0.098692,0.016258009859375,0.0182505,0.0009091781838775747,0.11646,0.20245,0.1618878125,0.161755,0.0002674501636811026,-0.5373,-0.42528,-0.501758046875,-0.5063,0.0006191946221395094,-1.2249,1.075,-0.030442574218749997,-0.050288,0.22937356906293124,1.5367,5.4266,2.94158515625,2.7849,0.5284701790692666,-10.796,-7.9267,-9.3666046875,-9.357050000000001,0.3371464835999017,6,6,6.0,6.0,0.0
-0.28493,-0.27998,-0.283109140625,-0.28354,2.095009491879625e-06,-0.94813,-0.94665,-0.947325234375,-0.9472400000000001,1.842471887302678e-07,-0.1468,-0.14336,-0.144787890625,-0.144705,4.902813422736225e-07,-0.039325,-0.036907,-0.03818459375,-0.038193000000000005,2.7771847933071503e-07,-0.71275,0.51713,-0.0096912646875,0.012619499999999999,0.061465647322006316,-0.20893,0.35098,0.01770774609375,0.018133499999999997,0.01259574084205983,-0.13406,0.070153,-0.0311600168703125,-0.027407,0.0029340883339004508,-5.4419,6.2549,0.043909335937500016,-0.237475,6.909585697813646,-3.1735,12.568,2.959932890625,2.82205,8.084149610393945,-25.902,5.1294,-9.2962484921875,-8.9526,34.66512850964155,3,3,3.0,3.0,0.0
0.55605,0.62111,0.586079765625,0.58489,0.00036780700703125025,-0.81727,-0.76897,-0.795671328125,-0.796945,0.00020259809979700032,-0.12026,-0.11258,-0.116612578125,-0.11641499999999999,4.48841456077764e-06,0.09181,0.10115,0.096122078125,0.096104,8.614933804872148e-06,-0.098546,0.065745,-0.008136698437500001,-0.008560700000000001,0.0010984100358496496,-0.21478,-0.060593,-0.14982565625,-0.157755,0.0011468942044005899,0.25494,0.64314,0.49144875,0.49595,0.007213928428346476,-1.811,3.0039,0.12782684140625,0.0233795,1.0120133834325078,1.2929,4.9077,2.98121953125,3.03205,0.6724281533950539,-14.038,-5.5794,-9.34175078125,-9.26,1.0572401108655267,2,2,2.0,2.0,0.0
-0.85888,-0.85652,-0.857576015625,-0.8576349999999999,5.224115588089532e-07,0.48902,0.49345,0.491143046875,0.49132,1.575832375738168e-06,0.067298,0.068525,0.06801990625,0.0681195,1.1102199114172903e-07,-0.13812,-0.13538,-0.136788125,-0.136845,3.6716181102360476e-07,-0.28176,0.19819,0.0071529809375,0.00284389,0.010209121167335513,-0.16454,0.14362,-0.005771266171875,-0.01042405,0.003138712422715768,-0.04001,0.090593,0.029555637109375,0.031038999999999997,0.0007300931973203672,-5.0859,5.0261,0.23250470937499998,0.292495,2.4178829050882795,-2.3574,9.8272,2.8680575234375,2.7731000000000003,5.963117802380441,-18.409,-1.5478,-9.3330140625,-9.3194,6.110368162320374,1,1,1.0,1.0,0.0
0.83332,0.83773,0.835168359375,0.834955,1.6352169721947794e-06,-0.53257,-0.52572,-0.529718203125,-0.5301199999999999,4.13876131274684e-06,-0.074943,-0.073577,-0.074321390625,-0.07413900000000001,1.50756617864174e-07,0.12721,0.12867,0.127913828125,0.1279,1.4994349778544935e-07,-0.1482,0.1333,-0.0025749309375,-0.0037767,0.0042326297374156085,-0.096111,0.067566,-0.014985009296875,-0.012184,0.0011202531132691778,0.0023201,0.10284,0.0531752828125,0.051918,0.00044401503604395403,-3.0733,2.9087,0.1570090546875,0.24385,1.1478624071523513,0.49011,6.2503,2.791265234375,2.6439500000000002,1.2920145999464014,-12.433,-6.159,-9.38666640625,-9.42605,2.1343647222484012,4,4,4.0,4.0,0.0
-0.88219,-0.87931,-0.880679453125,-0.88061,4.939563914862157e-07,0.44709,0.45198,0.4492828125,0.449245,1.506812500000277e-06,0.059104,0.062945,0.06139040625,0.061662999999999996,7.927895974409539e-07,-0.13931,-0.13491,-0.137021640625,-0.136785,1.281227995816914e-06,-0.62469,0.43285,-0.01660437265625,0.013080999999999999,0.03489800426520374,-0.48388,0.5027,-0.009163356249999999,-0.011111,0.027847483426339324,-0.28685,0.35714,0.0196242828125,0.016131,0.0275799363877939,-11.053,12.319,0.19196159375000002,-0.000843,14.686398195139933,-8.201,11.738,2.8406971640625,1.8623,13.439877170429853,-21.968,9.9821,-9.429530390625,-9.1564,24.561784111573864,1,1,1.0,1.0,0.0
-0.93293,-0.93027,-0.931602109375,-0.931475,6.548183501474502e-07,0.3281,0.33552,0.332015859375,0.332195,5.446802405265965e-06,0.042394,0.043601,0.0429994296875,0.042911500000000005,7.163023123769742e-08,-0.14309,-0.13993,-0.141515703125,-0.14154,7.586042261318934e-07,-0.31451,0.32273,-0.002304131796875,-0.005815900000000001,0.01616434864509294,-0.15974,0.27021,-0.0119282321796875,-0.0099057,0.003418698666148192,-0.033021,0.13065,0.046736907265625,0.0482915,0.0017233587976089463,-9.2271,6.4352,0.2196194921875,0.24528999999999998,4.113741343412944,-2.2464,8.9457,2.8860060546875,2.9818,6.61150265526552,-22.344,0.4076,-9.35120234375,-9.20915,9.492850040073199,1,1,1.0,1.0,0.0
0.2561,0.29282,0.273682578125,0.273315,0.00012023720196235143,0.94397,0.9546,0.94967703125,0.949775,9.99542891240253e-06,0.14715,0.14911,0.147977578125,0.148085,2.723539308563089e-07,0.031296,0.037673,0.0343607265625,0.0344155,3.1432240270053946e-06,-0.108,0.12495,0.00518796484375,0.0063091499999999995,0.003061663844917932,-0.0072539,0.17635,0.08047883671875,0.07940900000000001,0.0012148031398661204,-0.29477,-0.15448,-0.2365546875,-0.239305,0.0009823113684055127,-2.6213,2.2268,-0.07870167968750001,-0.164885,0.9970374399620148,1.047,6.4103,3.02191875,2.95655,1.0430226051574805,-13.425,-6.0493,-9.33471171875,-9.26615,1.8909536876568653,4,4,4.0,4.0,0.0
-0.88972,-0.88892,-0.889339765625,-0.88935,4.5751913139746745e-08,0.43143,0.43282,0.43199921875,0.432085,1.7893166830709501e-07,0.058219,0.059524,0.058941625,0.058946,1.189850551181107e-07,-0.13909,-0.1365,-0.1377578125,-0.137735,3.00981003937018e-07,-0.38485,0.30361,-0.001559380390625001,-0.000543895,0.01772415751361259,-0.22585,0.19006,0.0033687609375,0.00974295,0.005854057929537362,-0.084639,0.12508,-0.0068704576875,-0.012583500000000001,0.0012794475456690134,-6.341,6.8421,0.253649890625,0.298035,6.698035821530303,-2.7936,8.6326,2.8841591953125,2.75525,4.358359951128365,-22.161,-1.2128,-9.46298828125,-9.3367,11.212879536318285,1,1,1.0,1.0,0.0
-0.32605,-0.25766,-0.29312984375,-0.293595,0.00038273352595964894,0.93342,0.95462,0.944015390625,0.94414,3.742012740526552e-05,0.13717,0.14146,0.13964953125,0.13951000000000002,1.3353730068897339e-06,-0.060128,-0.048771,-0.054557578125,-0.0537545,1.3864280765501919e-05,-0.22526,0.24763,-0.00880604953125,-0.00226645,0.010486022092223855,-0.37373,0.011066,-0.138851640625,-0.134515,0.0044358097514446354,0.22339,0.67702,0.43674640625,0.43322499999999997,0.008720805719266733,-5.8274,6.5778,0.47950526640625,0.4446,5.553132750297936,-3.9816,7.3481,3.233849609375,3.2319,2.7986398635990577,-18.267,-1.2018,-9.29905,-9.1872,8.327809109606298,8,8,8.0,8.0,0.0
0.95158,0.95271,0.952149140625,0.9521550000000001,1.0656854699797346e-07,-0.26842,-0.26448,-0.266321171875,-0.266185,1.3560545214076468e-06,-0.032212,-0.030928,-0.03171596875,-0.031782000000000005,1.0616121161417884e-07,0.14582,0.1473,0.1465521875,0.14655,1.1654635826772269e-07,-0.171,0.13199,-0.0040324513281250005,-0.0022806,0.005137199617840626,-0.1392,0.13978,-0.0001425901562500002,0.00046268,0.003409719158330703,-0.12529,0.069039,-0.027667545625,-0.031487,0.002485879622591175,-4.9272,5.9269,0.398086421875,0.261315,6.198328395603271,-0.49572,6.3661,2.930736234375,2.9027000000000003,2.079015054513536,-13.935,-4.1337,-9.33362421875,-9.3858,3.578701236023009,3,3,3.0,3.0,0.0
0.022002,0.066231,0.044595515625,0.0444875,0.00016074845491314017,0.98612,0.98814,0.987249296875,0.98727,2.897892655021281e-07,0.15142,0.15342,0.152261875,0.15219,3.1413661417320085e-07,-0.0047411,0.0033047,-0.0007198988398437501,-0.00028847,4.829019950721588e-06,-0.28262,0.38393,-0.0031994802343749996,-0.00676215,0.015249676516336425,-0.28749,0.19048,-0.09023236796875,-0.0921425,0.007526900099609597,0.085019,0.43341,0.2702857578125,0.282515,0.008513625141476326,-7.7179,6.9365,0.12724160937499998,-0.274865,9.382499491314631,-2.6866,8.5312,3.04042802578125,3.21835,4.788927022400272,-17.629,-0.53474,-9.321835,-9.187149999999999,9.536675807672442,8,8,8.0,8.0,0.0
0.61004,0.61947,0.61519265625,0.615515,6.825764542324412e-06,-0.77775,-0.77014,-0.77361453125,-0.77338,4.477097416338161e-06,-0.11549,-0.11461,-0.115092109375,-0.11511,4.937268085629713e-08,0.098278,0.099846,0.0990004921875,0.0989195,1.6406737001722066e-07,-0.14979,0.1719,0.0020830749999999998,0.00671,0.003225064313223779,-0.10896,0.089775,-0.015009963898437501,-0.015871999999999997,0.0016385217341923968,0.028166,0.1293,0.07351328125,0.074134,0.0006526373402509837,-2.7887,3.3622,0.185086278125,0.23097,1.385742955343473,0.57481,5.495,2.97535265625,3.07385,1.2446706946306836,-13.765,-5.7051,-9.35618125,-9.3795,1.9598516892519695,0,0,0.0,0.0,0.0
0.8978,0.89827,0.89809046875,0.89809,8.061195866145888e-09,-0.41391,-0.4129,-0.413287109375,-0.413265,2.855929502952937e-08,-0.054821,-0.054559,-0.054668734375,-0.054646,5.516102116141734e-09,0.13984,0.14054,0.1401396875,0.14014,3.357312992125559e-08,-0.033925,0.05856,-0.00013230874999999983,-0.0022799,0.0004559151327420503,-0.024545,0.040361,0.0046450479140624995,0.0061027500000000005,0.00021124323567209584,-0.07544,0.050105,-0.009960792890625,-0.0123205,0.0008659207430676244,-0.52314,0.99965,0.19182862734375,0.190795,0.08879658839412131,1.8419,4.721,2.93299921875,2.7887,0.42564689125922694,-10.353,-8.2117,-9.30903046875,-9.288,0.18512467426119567,4,4,4.0,4.0,0.0
0.82877,0.83331,0.83147015625,0.83171,1.8912661171261692e-06,-0.53982,-0.53259,-0.535607421875,-0.535145,4.755441332430876e-06,-0.075383,-0.074593,-0.0749440546875,-0.074899,3.138494974163584e-08,0.12643,0.12798,0.12711453125,0.12702,1.5620292814964837e-07,-0.14177,0.14679,0.0030497017187499998,0.0032811999999999997,0.004197306991130229,-0.10615,0.051326,-0.012665131125,-0.0116615,0.0010930511903839528,0.0021011,0.12483,0.055456440625,0.052239999999999995,0.0009566809556898326,-2.1185,2.5534,0.30461071875,0.314515,0.831501818470881,0.37775,5.8203,3.09118984375,3.0642,1.5167823253086374,-12.959,-4.9827,-9.32363671875,-9.261949999999999,3.335109805963952,4,4,4.0,4.0,0.0
-0.88928,-0.88437,-0.88715015625,-0.88735,2.0250204478342583e-06,0.43235,0.44159,0.43656265625,0.43593,7.846616510826808e-06,0.057883,0.060412,0.059002359375,0.058832999999999996,4.1234489345471276e-07,-0.1388,-0.13647,-0.137423515625,-0.13737,3.739552595964482e-07,-0.35331,0.41067,0.0112677953125,0.01125945,0.019081624908177795,-0.17621,0.18256,0.01702940734375,0.0151005,0.004764934287388383,-0.26296,0.15646,-0.0577009034375,-0.050672999999999996,0.012849741820302836,-7.0217,5.3701,0.05048730468749999,-0.0701995,4.139053271697726,-0.98604,8.2817,2.802908703125,2.38945,5.606163600987488,-21.297,2.0074,-9.43365703125,-9.2806,12.298656905776951,1,1,1.0,1.0,0.0
-0.76469,-0.76169,-0.763108515625,-0.763035,6.242458107776228e-07,-0.63115,-0.62729,-0.62936984375,-0.62954,1.0901779281493657e-06,-0.099992,-0.098945,-0.099524109375,-0.09956200000000001,7.145184621063353e-08,-0.10861,-0.107,-0.10794484375,-0.10789499999999999,2.2928501476377874e-07,-0.10416,0.12408,0.0064137839453124994,0.0055879499999999995,0.0025108051880222684,-0.05758,0.094111,0.009901103203124999,0.0082329,0.0010080497625129384,-0.081734,0.025573,-0.025261681015625,-0.026258,0.0006634974382779274,-2.2194,1.8639,0.0566148203125,0.05963,0.6165659101318649,0.7999,6.0298,2.90612109375,2.70985,1.3427846194728095,-12.794,-6.2341,-9.28840546875,-9.28255,1.5618420630407233,0,0,0.0,0.0,0.0
-0.67998,-0.62103,-0.65061421875,-0.650695,0.000297215898597434,0.71782,0.76956,0.744343046875,0.74457,0.00022876602450172325,0.1039,0.11121,0.107329609375,0.10755999999999999,4.5380526021161515e-06,-0.10755,-0.098673,-0.1029692421875,-0.10318,6.59407073615882e-06,-0.061537,0.068827,0.0008631861328125001,0.0010907500000000001,0.0008700423370188269,0.10493,0.18605,0.14850890625,0.150385,0.00033102404131397657,-0.52141,-0.44038,-0.481983671875,-0.482935,0.000498894554127707,-1.4379,1.5906,0.009627109374999998,0.045899999999999996,0.2929371111337202,1.4625,4.3375,2.77025546875,2.6350499999999997,0.7509326352454483,-10.335,-8.0155,-9.38226953125,-9.372,0.2070649531588339,6,6,6.0,6.0,0.0
-0.22442,-0.22184,-0.223041640625,-0.222915,7.115634288877858e-07,0.96291,0.96347,0.963201640625,0.96325,3.150988558069489e-08,0.14429,0.14495,0.14458328125,0.14454,4.268678641731609e-08,-0.040248,-0.039468,-0.0398733203125,-0.039904,4.970788871800982e-08,-0.026888,0.021344,-0.001446223328125,-0.0024311000000000003,0.00012067371051003701,-0.022373,0.025536,-0.0022060988046875,-0.0030115,0.00010346745370839342,-0.016166,0.033848,0.00915654871875,0.009240950000000001,9.335773413726241e-05,-0.43629,0.91129,0.17238603171875,0.165765,0.09173129370514324,2.414,3.8181,3.08656015625,3.0247,0.11383534855745585,-9.8346,-8.7287,-9.29486328125,-9.281600000000001,0.04639899982221947,2,2,2.0,2.0,0.0
-0.50883,-0.50309,-0.505823046875,-0.505565,2.1772197773132694e-06,-0.85127,-0.84795,-0.849854375,-0.8498049999999999,8.205350393700419e-07,-0.13213,-0.12802,-0.1301640625,-0.13033,1.3615408464566907e-06,-0.071134,-0.069635,-0.0703126015625,-0.070301,1.8068252503690777e-07,-0.28469,0.32931,-0.004837617968749999,-0.036265,0.01615831118097455,-0.097051,0.18912,0.0106619278125,0.0087902,0.002783160826055707,-0.18545,0.07813,-0.0493865923828125,-0.0500785,0.004561313108545382,-4.968,5.5825,0.39543934375,0.5324949999999999,3.219187596110415,-4.0387,10.984,3.206502171875,3.7535,14.062083198834648,-14.34,-1.7361,-9.321825,-9.321850000000001,4.16023566976378,1,1,1.0,1.0,0.0
-0.86621,-0.8637,-0.864918046875,-0.8647549999999999,4.742441867616253e-07,0.47628,0.48089,0.478869296875,0.47889499999999996,1.4540522576280867e-06,0.065717,0.067972,0.066391875,0.066263,2.1570403149607047e-07,-0.13701,-0.13326,-0.134869921875,-0.134785,9.658102300688854e-07,-0.30813,0.47309,0.009160776562499999,0.0039040999999999998,0.02392149980062307,-0.12703,0.1149,0.01035415978125,0.005696700000000001,0.0027092526789888596,-0.181,0.13654,-0.02907809296875,-0.0301455,0.00644003745709814,-3.64,4.788,0.2645171328125,0.30075,2.731247706053847,-2.2864,9.6216,3.0007771171875,1.94505,9.626629367438467,-18.204,-1.1281,-9.4023875,-9.4879,9.39080673574804,1,1,1.0,1.0,0.0
0.82574,0.82779,0.82648453125,0.826275,4.100123769683425e-07,-0.54412,-0.54085,-0.542950078125,-0.54318,1.017989757628294e-06,-0.07717,-0.076212,-0.07674003125,-0.07684099999999999,8.669738484252623e-08,0.12678,0.12838,0.1274284375,0.12739,1.307172244094224e-07,-0.1192,0.15586,0.0034506971093750003,0.000329315,0.002545106736592336,-0.12605,0.062302,-0.007445363671875,-0.0069432,0.0012028198414626482,-0.049599,0.078975,0.018127297109375,0.0191645,0.0007246013904928175,-2.3115,2.6397,0.08398428125,-0.062403,0.9936929281951633,0.59061,5.0014,2.91058484375,2.9993,1.0536171174944633,-12.712,-6.2218,-9.31158203125,-9.460650000000001,1.970140907784818,4,4,4.0,4.0,0.0
0.39222,0.40411,0.398991875,0.39952,1.2566196456692802e-05,-0.90767,-0.90245,-0.904708828125,-0.9045,2.432956883612006e-06,-0.13353,-0.13269,-0.133068359375,-0.132915,7.332563361222693e-08,0.06679,0.068305,0.06770525,0.067796,2.3039009448816844e-07,-0.024387,0.022306,-0.0014913029218749999,-0.0008054150000000001,0.00011567625706609875,-0.038987,0.0010282,-0.0197877640625,-0.0194385,7.356546016011569e-05,0.036477,0.11152,0.077630890625,0.080201,0.0004461148435942427,-0.075771,0.50178,0.2537555625,0.25448,0.01564381526446849,2.4682,3.7844,3.10384140625,3.10665,0.10967634402005412,-9.5376,-9.0852,-9.28888203125,-9.2837,0.010196969674581674,2,2,2.0,2.0,0.0
-0.39292,-0.38558,-0.389643828125,-0.38991,4.207675781250152e-06,-0.90998,-0.90673,-0.908233125,-0.90805,8.318736220473421e-07,-0.14427,-0.14297,-0.1437909375,-0.14389000000000002,1.347865157480291e-07,-0.05183,-0.050385,-0.051075257812500004,-0.051049,1.1647501174950609e-07,-0.10543,0.092743,-0.004598171515625,-0.00538825,0.001383434676508534,-0.084798,0.047448,-0.013301030078125,-0.012825,0.0006871926821537535,-0.019941,0.12183,0.048519996875,0.050823499999999994,0.00156380808483117,-1.2535,2.4845,0.25652968984375,0.19556,0.6377645332172787,0.15551,4.6824,2.917788125,3.1647,1.0933376751948816,-11.391,-7.9157,-9.37779375,-9.361650000000001,0.4697182947637793,4,4,4.0,4.0,0.0
-0.32025,-0.29144,-0.306660703125,-0.307255,7.237590895054241e-05,-0.94506,-0.93578,-0.9404978125,-0.94006,7.62644557086573e-06,-0.14284,-0.13772,-0.14027953125,-0.14038499999999998,1.936144660433093e-06,-0.043391,-0.038972,-0.040764984375,-0.0407715,1.605070472194909e-06,-0.25113,0.35525,-0.0016966171875000004,-0.0345415,0.019956975923684592,-0.092749,0.18357,0.0589644861015625,0.0563085,0.002764472830179782,-0.46405,0.10511,-0.18430583515625001,-0.197175,0.023083085106275995,-4.3827,3.1876,-0.17293475781249998,0.05308,2.17027270124398,-2.7095,10.94,3.4225995,2.80775,15.181747729720527,-17.225,-3.4002,-9.276209375,-9.210650000000001,6.394237703533467,3,3,3.0,3.0,0.0
0.93872,0.94437,0.942197890625,0.9425749999999999,2.932676617864472e-06,0.29326,0.31063,0.29996859375,0.29888000000000003,2.8164037376968274e-05,0.048922,0.051614,0.0500592578125,0.049803,6.07044728284951e-07,0.14015,0.14079,0.14051671875,0.14058,3.498757381890687e-08,-0.038488,0.027493,-0.0017432647109374999,-0.00127625,0.00018223725741934655,0.01308,0.072323,0.0417963203125,0.0424095,0.00020672391418793054,-0.19312,-0.02798,-0.12681690625,-0.13017,0.0022217689289517712,-0.78694,0.40344,-0.194285790078125,-0.19162,0.04534705323638222,2.2453,3.44,2.81421640625,2.79375,0.08326787618540851,-10.006,-8.7355,-9.4016171875,-9.392949999999999,0.08839290127706693,2,2,2.0,2.0,0.0
0.95105,0.95274,0.951991875,0.952,1.8473818897648114e-07,-0.26957,-0.26612,-0.26779171875,-0.26776500000000003,6.674411171260018e-07,-0.034037,-0.029806,-0.0323513515625,-0.0327135,1.11273783606053e-06,0.14188,0.14789,0.14473390625,0.144555,2.5165405265749556e-06,-0.38362,0.43876,-0.023079878125,-0.0433235,0.028325037081071168,-0.27973,0.22767,-0.01843896421875,-0.0258585,0.01227524788993915,-0.2878,0.291,-0.0013656756249999997,-0.00278724,0.023956935258336216,-8.9116,7.82,0.09334093671874999,-0.02234355,12.044818712930077,-3.5621,8.8189,2.67516465625,2.37,6.949700151004904,-21.066,1.8041,-9.410101953125,-9.671949999999999,20.048674271407958,3,3,3.0,3.0,0.0
-0.89024,-0.88687,-0.88856890625,-0.88864,9.237546998034327e-07,0.42997,0.43665,0.4332959375,0.43318500000000004,4.111040059055189e-06,0.057318,0.060685,0.0592450078125,0.059368000000000004,7.097328897022585e-07,-0.14019,-0.1376,-0.138506015625,-0.13847,3.2685407849410874e-07,-0.39411,0.42096,0.0058726278125000005,0.020669,0.020583735979671988,-0.28986,0.39819,0.024617338281249998,0.0308015,0.010560574126034032,-0.27142,0.22216,-0.04250445703125,-0.043844999999999995,0.007208318090715068,-15.537,12.042,-0.029075275000000005,-0.034386,15.804200653839974,-4.6029,9.1336,2.826037734375,2.6618,6.124845944907424,-24.104,1.8604,-9.343032890625,-9.6737,19.15173104525536,1,1,1.0,1.0,0.0
-0.75267,-0.74908,-0.750116328125,-0.74962,1.1019053088094964e-06,-0.6451,-0.64112,-0.643911171875,-0.6444799999999999,1.3538072773134476e-06,-0.10528,-0.10362,-0.10462171875,-0.10465,1.7587733759842506e-07,-0.10889,-0.10785,-0.108419609375,-0.10839499999999999,5.16777989665353e-08,-0.16794,0.087382,-0.0052182164843750005,-0.0020779500000000003,0.0020721764975464496,-0.07811,0.089478,0.008134467265625,0.00447105,0.0010956340756459384,-0.13365,0.057329,-0.025400165625,-0.0199405,0.0016375992214269985,-2.6703,2.847,0.2527107734375,0.28001,1.5681980839698304,-0.05597,5.075,2.8779754265625,3.05275,1.1618499270880935,-12.793,-7.0305,-9.3196,-9.288599999999999,1.2526936469291332,0,0,0.0,0.0,0.0
0.98405,0.98844,0.986605078125,0.986685,1.7109779466038467e-06,0.028401,0.0975,0.064432109375,0.065331,0.00041130250729503026,0.0095188,0.020492,0.0153632453125,0.0156465,1.0963366166906947e-05,0.14678,0.14862,0.14765546875,0.14771499999999999,2.630706446850661e-07,-0.16526,0.076278,-0.005997343203125,-0.00349955,0.0020816044755882974,-0.2023,-0.067341,-0.13094778125,-0.13277499999999998,0.0007982468796525588,0.3468,0.47613,0.420597109375,0.42905499999999996,0.0012920727766178662,-0.96474,2.3732,0.53503255859375,0.589515,0.5310473172849552,0.07686,5.6616,3.0674528125,3.1647,1.0400953271227364,-12.632,-6.1786,-9.29227265625,-9.32125,1.1267079750732043,4,4,4.0,4.0,0.0
